id,web_name,element_type,form,now_cost,points_per_game,team,status,chance_of_playing_next_round,selected_by_percent,ict_index,influence,creativity,threat,expected_goals,expected_assists,expected_goal_involvements,minutes,bps,event_points,fdr_avg,fixture_count,gw
169,Mheuka,4,0.0,4.5,0.0,6,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
170,Emegha,4,0.0,5.0,0.0,6,d,75.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
200,Lacroix,2,3.0,6.0,3.0,6,a,100.0,8.2,10.5,83.2,12.6,10.0,0.02,0.21,0.23,270,25,2,2.0,1,4
560,Penders,1,0.0,4.5,0.0,6,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
561,Anselmino,2,0.0,4.5,0.0,6,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
568,Barco,3,0.3,5.5,1.0,6,a,100.0,0.1,0.2,0.0,0.0,4.0,0.04,0.0,0.04,8,1,0,2.0,1,4
583,Chavarria,2,1.0,4.9,1.0,6,a,100.0,0.2,2.0,11.2,2.5,6.0,0.0,0.02,0.02,73,6,1,2.0,1,4
91,Pinnock,2,1.3,4.5,2.0,7,a,100.0,0.1,2.9,22.0,0.7,6.0,0.11,0.0,0.11,102,2,3,2.0,1,4
104,Onyeka,3,1.3,4.9,2.0,7,a,100.0,0.1,0.6,4.0,2.0,0.0,0.0,0.01,0.01,152,13,2,2.0,1,4
110,Rushworth,1,1.7,4.5,1.7,7,a,100.0,1.0,4.4,43.6,0.0,0.0,0.0,0.01,0.01,270,23,2,2.0,1,4
171,Dovin,1,0.0,4.0,0.0,7,u,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
172,Wilson,1,0.0,4.5,0.0,7,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
173,Thomas,2,5.0,4.0,5.0,7,a,100.0,8.7,11.8,60.8,32.7,25.0,0.24,0.19,0.43,257,58,4,2.0,1,4
174,Kitching,2,0.0,4.0,0.0,7,u,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
175,van Ewijk,2,2.0,4.0,2.0,7,a,100.0,11.1,9.4,42.8,41.1,10.0,0.0,0.26,0.26,270,12,3,2.0,1,4
176,Dasilva,2,1.7,4.0,1.7,7,a,100.0,0.7,9.5,50.8,26.0,17.0,0.18,0.15,0.33,264,21,2,2.0,1,4
177,Kesler-Hayden,2,0.0,4.0,0.0,7,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
178,Bidwell,2,0.0,4.0,0.0,7,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
179,Latibeaudiere,2,0.0,4.0,0.0,7,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
180,Woolfenden,2,0.0,4.0,0.0,7,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
181,Brau,2,0.0,4.0,0.0,7,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
182,Amenda,2,1.3,4.0,1.3,7,a,100.0,0.8,6.1,44.6,4.2,11.0,0.02,0.39,0.41,270,9,2,2.0,1,4
183,Rudoni,3,2.0,5.0,2.0,7,a,100.0,0.1,14.1,26.8,60.0,54.0,0.5,0.18,0.68,152,24,2,2.0,1,4
184,Grimes,3,2.0,5.0,2.0,7,a,100.0,0.1,7.6,46.2,26.9,3.0,0.05,0.05,0.1,270,36,2,2.0,1,4
185,Sakamoto,3,0.3,4.9,1.0,7,a,100.0,0.1,1.9,6.2,5.9,7.0,0.02,0.02,0.04,31,8,0,2.0,1,4
186,Mason-Clark,3,1.0,5.4,1.5,7,a,100.0,0.1,2.1,4.2,16.8,2.0,0.0,0.06,0.06,127,8,2,2.0,1,4
187,Eccles,3,0.0,4.9,0.0,7,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
188,Torp,3,0.7,5.4,1.0,7,a,100.0,0.1,2.6,6.8,20.0,0.0,0.0,0.12,0.12,47,10,0,2.0,1,4
189,Shepherd,3,0.0,4.5,0.0,7,a,100.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
190,Tchaouna,3,1.3,5.5,1.3,7,a,100.0,0.1,9.6,17.0,49.3,29.0,0.19,0.18,0.37,166,27,1,2.0,1,4
191,Borges Rodrigues,3,0.0,4.5,0.0,7,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
192,Andrews,3,0.0,4.5,0.0,7,u,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
193,Wright,4,0.0,5.4,0.0,7,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
194,Thomas-Asante,4,1.3,5.0,1.3,7,a,100.0,0.8,1.6,8.0,3.4,4.0,0.0,0.02,0.02,120,20,1,2.0,1,4
195,Simms,4,1.0,5.0,1.5,7,a,100.0,0.8,6.7,7.6,22.3,37.0,0.3,0.01,0.31,88,10,1,2.0,1,4
196,Markelo,4,0.0,5.0,0.0,7,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
197,Bassette,4,0.0,4.5,0.0,7,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
492,Awoniyi,4,1.7,5.5,1.7,7,a,100.0,0.7,11.7,13.6,35.3,68.0,1.24,0.03,1.27,180,16,2,2.0,1,4
575,Yirenkyi,3,1.7,4.9,1.7,7,a,100.0,0.2,3.3,10.4,19.4,7.0,0.03,0.13,0.16,158,23,1,2.0,1,4
584,Hamer,3,1.0,5.4,1.0,7,a,100.0,0.1,0.3,0.6,1.8,0.0,0.0,0.02,0.02,32,6,1,2.0,1,4
599,Cherif,4,0.0,5.0,0.0,7,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
623,Bentley,1,0.0,4.0,0.0,7,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
42,Guessand,3,0.7,5.5,1.0,8,a,100.0,0.0,1.5,5.4,2.1,7.0,0.03,0.03,0.06,54,6,0,2.0,1,4
153,Disasi,2,1.3,4.5,2.0,8,a,100.0,0.1,4.8,32.6,13.3,2.0,0.0,0.04,0.04,106,12,3,2.0,1,4
198,Henderson,1,1.7,5.0,1.7,8,a,100.0,1.9,9.6,96.8,0.0,0.0,0.0,0.0,0.0,270,37,2,2.0,1,4
199,Benitez,1,0.0,4.5,0.0,8,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
202,Richards,2,1.3,5.0,1.3,8,a,100.0,0.7,11.1,86.4,1.3,24.0,0.08,0.0,0.08,270,17,1,2.0,1,4
203,Canvot,2,0.7,4.9,0.7,8,a,100.0,0.2,7.6,63.2,8.1,5.0,0.05,0.01,0.06,270,12,1,2.0,1,4
204,Mitchell,2,5.3,4.5,5.3,8,a,100.0,5.7,20.3,101.2,46.1,56.0,0.77,0.18,0.95,253,32,15,2.0,1,4
205,Sosa,2,0.0,4.5,0.0,8,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
206,Chadi Riad,2,0.3,4.4,1.0,8,i,0.0,0.0,1.4,12.6,1.3,0.0,0.0,0.01,0.01,72,7,0,2.0,1,4
207,Mingueza,2,0.7,4.4,1.0,8,a,100.0,0.1,0.3,3.2,0.4,0.0,0.0,0.0,0.0,16,5,1,2.0,1,4
208,Sarr,3,0.0,6.3,0.0,8,i,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
210,Wharton,3,2.7,5.5,2.7,8,a,100.0,0.9,10.9,47.8,58.4,2.0,0.0,0.32,0.32,270,51,2,2.0,1,4
211,Yeremy,3,3.7,5.5,3.7,8,a,100.0,0.4,12.5,20.8,83.1,21.0,0.36,0.39,0.75,190,56,5,2.0,1,4
212,Hughes,3,0.3,4.5,1.0,8,a,100.0,8.9,0.3,2.4,0.3,0.0,0.0,0.0,0.0,16,3,1,2.0,1,4
213,Lerma,3,0.0,4.9,0.0,8,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
214,Kamada,3,3.3,5.0,3.3,8,a,100.0,0.3,12.6,57.6,55.3,13.0,0.05,0.3,0.35,268,67,5,2.0,1,4
215,Devenny,3,0.0,5.0,0.0,8,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
216,Esse,3,0.0,5.0,0.0,8,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
217,M.França,3,0.0,4.9,0.0,8,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
218,Doucouré,3,0.0,4.9,0.0,8,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
219,J.Rak-Sakyi,3,0.0,5.0,0.0,8,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
220,Cardines,2,0.0,4.5,0.0,8,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
221,Drakes-Thomas,3,0.0,4.5,0.0,8,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
222,Strand Larsen,4,1.3,6.0,1.3,8,a,100.0,0.5,3.5,8.6,4.6,21.0,0.3,0.01,0.31,134,20,1,2.0,1,4
223,Mateta,4,0.7,6.4,2.0,8,i,0.0,1.9,2.5,1.4,12.3,11.0,0.7,0.02,0.72,62,-3,0,2.0,1,4
224,Nketiah,4,2.3,5.5,2.3,8,a,100.0,0.7,13.0,34.2,45.8,50.0,1.1,0.58,1.68,167,36,4,2.0,1,4
225,Uche,4,0.0,5.0,0.0,8,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
241,McNeil,3,1.0,5.4,1.5,8,a,100.0,0.1,1.7,10.0,5.0,2.0,0.05,0.02,0.07,84,13,0,2.0,1,4
555,Matthews,1,0.0,4.0,0.0,8,a,100.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
577,Tomiyasu,2,0.7,4.5,1.0,8,a,100.0,0.3,2.1,15.0,3.7,2.0,0.0,0.01,0.01,91,0,0,2.0,1,4
588,Khalaili,2,2.0,5.0,2.0,8,a,100.0,0.2,11.8,72.0,30.3,15.0,0.74,0.17,0.91,199,27,3,2.0,1,4
595,Gozo,3,0.3,5.0,1.0,8,a,100.0,0.0,0.3,1.4,1.3,0.0,0.0,0.0,0.0,22,3,0,2.0,1,4
633,Ahanor,2,0.0,4.5,0.0,8,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,1,4
643,Chilwell,2,7.0,4.5,7.0,8,a,100.0,0.3,5.1,33.2,0.7,17.0,0.15,0.0,0.15,16,20,7,2.0,1,4
644,Timber,3,2.0,5.0,2.0,8,a,100.0,0.0,0.5,4.2,0.2,1.0,0.02,0.0,0.02,73,8,2,2.0,1,4
647,Osorio,3,1.0,5.5,1.0,8,a,100.0,0.0,0.2,2.0,0.3,0.0,0.0,0.0,0.0,1,2,1,2.0,1,4
21,Nørgaard,3,0.0,4.9,0.0,9,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
209,Johnson,3,1.0,5.9,1.0,9,a,100.0,0.1,4.4,11.8,23.2,9.0,0.05,0.04,0.09,99,7,1,3.0,1,4
226,Pickford,1,3.7,5.5,3.7,9,a,100.0,8.6,7.3,72.6,0.0,0.0,0.0,0.02,0.02,270,62,1,3.0,1,4
227,Travers,1,0.0,5.0,0.0,9,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
228,King,1,0.0,4.5,0.0,9,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
229,Tarkowski,2,7.0,6.0,7.0,9,a,100.0,11.3,13.6,94.4,13.1,29.0,0.17,0.02,0.19,270,63,3,3.0,1,4
230,Branthwaite,2,4.3,5.5,4.3,9,a,100.0,1.9,15.8,82.8,2.9,73.0,0.17,0.02,0.19,270,43,3,3.0,1,4
231,Keane,2,0.0,4.9,0.0,9,a,100.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
232,O'Brien,2,0.0,4.9,0.0,9,a,100.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
233,Mykolenko,2,3.7,4.5,3.7,9,a,100.0,1.9,8.2,62.4,17.3,2.0,0.0,0.07,0.07,270,42,1,3.0,1,4
234,Patterson,2,0.0,4.5,0.0,9,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
235,Aznou,2,0.0,4.0,0.0,9,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
236,Dewsbury-Hall,3,5.0,6.5,5.0,9,a,100.0,4.5,26.6,86.2,110.6,69.0,0.45,0.4,0.85,270,84,2,3.0,1,4
238,Grealish,3,0.7,6.5,1.0,9,a,100.0,0.4,3.0,7.0,12.9,10.0,0.02,0.13,0.15,32,10,1,3.0,1,4
239,Garner,3,1.3,6.0,1.3,9,d,75.0,0.1,6.5,17.8,44.0,2.0,0.0,0.11,0.11,148,34,2,3.0,1,4
242,George,3,5.0,5.5,5.0,9,a,100.0,0.4,19.3,57.2,70.0,66.0,0.27,0.16,0.43,234,60,10,3.0,1,4
243,Alcaraz,3,0.3,5.0,0.5,9,a,100.0,0.1,2.7,5.0,0.8,25.0,0.05,0.02,0.07,5,5,0,3.0,1,4
244,Armstrong,3,3.7,5.0,3.7,9,a,100.0,0.4,9.3,45.2,33.7,13.0,0.09,0.1,0.19,266,42,1,3.0,1,4
245,Dibling,3,0.0,5.4,0.0,9,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
246,Röhl,3,2.0,5.0,2.0,9,a,100.0,0.1,6.1,26.6,32.1,2.0,0.0,0.2,0.2,249,35,1,3.0,1,4
247,Hackney,3,2.7,5.5,2.7,9,a,100.0,0.2,9.3,37.0,39.1,17.0,0.05,0.11,0.16,121,33,4,3.0,1,4
248,Beto,4,0.7,5.4,1.0,9,u,0.0,1.1,0.8,3.0,0.3,5.0,0.09,0.0,0.09,31,5,0,3.0,1,4
249,Barry,4,4.0,5.6,4.0,9,a,100.0,5.6,21.7,48.2,45.7,123.0,2.31,0.11,2.42,237,50,2,3.0,1,4
649,Maitland-Niles,2,7.0,4.5,7.0,9,a,100.0,0.2,4.1,33.4,0.8,7.0,0.03,0.0,0.03,13,13,7,3.0,1,4
654,Graham,3,0.0,4.5,0.0,9,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
250,Leno,1,2.0,4.5,2.0,10,a,100.0,3.0,6.8,67.6,0.0,0.0,0.0,0.0,0.0,270,30,1,4.0,1,4
251,Lecomte,1,0.0,4.0,0.0,10,a,100.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
252,McNally,1,0.0,4.0,0.0,10,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
253,Andersen,2,0.7,5.0,1.0,10,a,100.0,0.1,8.6,42.2,35.8,8.0,0.0,0.1,0.1,180,12,1,4.0,1,4
254,Robinson,2,1.3,4.5,1.3,10,a,100.0,1.5,11.2,46.0,54.6,12.0,0.21,0.16,0.37,249,21,1,4.0,1,4
255,J.Cuenca,2,1.0,4.5,3.0,10,a,100.0,0.0,5.4,32.8,21.3,0.0,0.0,0.03,0.03,90,7,0,4.0,1,4
256,Tete,2,0.0,4.4,0.0,10,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
257,Bassey,2,1.0,4.5,1.0,10,a,100.0,0.7,6.2,47.0,12.8,2.0,0.02,0.07,0.09,270,16,1,4.0,1,4
258,Castagne,2,4.3,4.5,4.3,10,a,100.0,0.9,16.4,58.6,52.6,53.0,0.67,0.37,1.04,247,38,1,4.0,1,4
261,Iwobi,3,2.0,5.5,2.0,10,a,100.0,0.8,11.6,32.0,70.5,13.0,0.05,0.7,0.75,262,52,2,4.0,1,4
262,Smith Rowe,3,0.7,5.4,1.0,10,a,100.0,0.3,3.8,5.4,23.3,9.0,0.06,0.02,0.08,25,8,1,4.0,1,4
263,Kevin,3,0.7,5.4,1.0,10,a,100.0,0.0,0.8,5.2,3.4,0.0,0.0,0.05,0.05,24,4,0,4.0,1,4
264,Bobb,3,2.3,5.5,2.3,10,a,100.0,0.3,17.8,28.0,85.0,65.0,0.32,0.92,1.24,211,35,2,4.0,1,4
265,Berge,3,1.7,5.0,1.7,10,a,100.0,0.3,8.6,22.8,53.9,9.0,0.03,0.33,0.36,183,37,1,4.0,1,4
266,Cairney,3,0.0,5.0,0.0,10,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
268,King,3,6.3,5.5,6.3,10,a,100.0,1.1,23.9,96.8,46.1,96.0,0.95,0.34,1.29,270,80,10,4.0,1,4
269,Sessegnon,2,1.0,4.5,1.0,10,a,100.0,0.3,7.5,17.2,26.3,31.0,0.13,0.44,0.57,50,13,1,4.0,1,4
270,Reed,3,0.0,4.5,0.0,10,a,100.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
271,Muniz,4,0.7,5.4,1.0,10,a,100.0,0.5,6.5,9.2,21.6,34.0,0.4,0.0,0.4,15,11,1,4.0,1,4
272,Kusi-Asare,4,0.0,4.5,0.0,10,a,100.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
569,Gonzalo,4,3.3,6.0,3.3,10,a,100.0,4.2,17.3,48.6,21.1,103.0,1.44,0.22,1.66,270,45,2,4.0,1,4
570,Palacios,3,3.7,5.5,3.7,10,a,100.0,0.2,12.4,39.6,22.3,62.0,0.98,0.03,1.01,207,43,8,4.0,1,4
580,Charles,3,1.3,5.0,1.3,10,a,100.0,0.1,7.0,16.4,39.3,14.0,0.09,0.12,0.21,123,25,2,4.0,1,4
610,De Fougerolles,2,0.0,4.0,0.0,10,d,75.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
626,Zepa,3,0.0,4.5,0.0,10,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
635,Larsson,3,1.0,5.0,1.0,10,a,100.0,0.0,1.4,3.6,1.3,9.0,0.13,0.22,0.35,11,3,1,4.0,1,4
636,Ángel,3,0.0,5.0,0.0,10,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
650,Affengruber,2,0.0,4.5,0.0,10,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
240,Iroegbunam,3,0.3,5.0,1.0,11,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,4.0,1,4
273,Phillips,1,0.0,4.0,0.0,11,a,100.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
274,Butland,1,0.0,4.5,0.0,11,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
275,Cartwright,1,0.0,4.0,0.0,11,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
276,Lo-Tutala,1,0.0,4.0,0.0,11,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
277,Egan,2,7.7,4.1,7.7,11,a,100.0,6.2,8.6,82.6,0.6,2.0,0.0,0.0,0.0,270,70,6,4.0,1,4
278,Hughes,2,0.0,4.0,0.0,11,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
279,Ajayi,2,8.3,4.1,8.3,11,a,100.0,11.3,10.7,70.8,1.7,35.0,0.52,0.0,0.52,243,80,5,4.0,1,4
280,Coyle,2,4.0,4.0,4.0,11,a,100.0,0.5,2.8,11.8,16.2,0.0,0.0,0.02,0.02,177,44,6,4.0,1,4
281,Drameh,2,0.7,4.0,1.0,11,u,0.0,0.1,0.8,6.4,0.4,1.0,0.05,0.0,0.05,65,8,0,4.0,1,4
282,Giles,2,6.7,4.0,6.7,11,a,100.0,1.3,10.5,38.2,60.2,6.0,0.02,0.18,0.2,264,75,8,4.0,1,4
283,Jacob,2,0.0,4.0,0.0,11,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
284,McCarthy,2,0.0,4.0,0.0,11,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
285,McNair,2,0.3,4.0,1.0,11,d,75.0,0.1,0.4,4.2,0.0,0.0,0.0,0.0,0.0,26,3,0,4.0,1,4
286,Belloumi,3,4.7,5.0,4.7,11,a,100.0,0.9,11.1,56.6,26.7,28.0,0.2,0.06,0.26,253,46,5,4.0,1,4
287,Millar,3,2.0,5.0,3.0,11,u,0.0,0.0,5.2,36.0,1.1,15.0,0.58,0.0,0.58,50,26,0,4.0,1,4
288,Dowell,3,0.0,4.5,0.0,11,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
289,Crooks,3,0.7,4.5,2.0,11,a,100.0,0.5,2.1,19.0,2.4,0.0,0.0,0.0,0.0,90,9,0,4.0,1,4
290,Slater,3,3.7,4.5,3.7,11,a,100.0,5.2,8.4,38.8,34.4,10.0,0.04,0.46,0.5,270,36,3,4.0,1,4
291,Matazo,3,0.0,4.5,0.0,11,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
292,Ömür,3,0.0,4.9,0.0,11,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
293,Kamara,3,0.0,5.0,0.0,11,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
294,Zambrano,3,0.0,4.5,0.0,11,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
295,McBurnie,4,2.7,5.5,2.7,11,a,100.0,2.0,14.1,20.6,45.7,75.0,0.54,0.07,0.61,270,30,2,4.0,1,4
296,Akintola,3,0.0,5.0,0.0,11,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
297,Gyabi,3,0.0,4.5,0.0,11,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
298,Destan,4,0.0,4.5,0.0,11,u,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
299,Burstow,4,0.0,4.5,0.0,11,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
340,Gelhardt,3,0.0,5.0,0.0,11,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
556,Targett,2,0.3,4.0,1.0,11,a,100.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,5,3,0,4.0,1,4
563,Morita,3,0.3,5.0,1.0,11,i,0.0,0.0,2.4,11.0,13.4,0.0,0.0,0.0,0.0,45,6,0,4.0,1,4
572,Tzolakis,1,8.7,4.6,8.7,11,a,100.0,9.3,7.3,72.4,0.0,0.0,0.0,0.0,0.0,270,98,6,4.0,1,4
574,Hjertø-Dahl,3,0.3,4.9,1.0,11,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,1,4.0,1,4
576,Stroud,3,2.0,5.0,2.0,11,a,100.0,0.1,3.6,8.4,20.9,11.0,0.05,0.05,0.1,190,14,3,4.0,1,4
585,Herrington,2,1.0,4.0,1.0,11,a,100.0,0.6,1.8,17.6,0.3,0.0,0.0,0.0,0.0,76,9,1,4.0,1,4
586,Mendy,2,8.0,4.0,8.0,11,a,100.0,7.3,15.1,95.6,1.2,54.0,0.32,0.0,0.32,191,66,8,4.0,1,4
589,Gourna-Douath,3,1.0,5.0,1.5,11,a,100.0,0.0,4.9,26.2,22.5,0.0,0.0,0.02,0.02,126,13,2,4.0,1,4
617,Cho,3,1.0,5.0,1.0,11,a,100.0,0.0,2.1,3.4,0.3,17.0,0.05,0.0,0.05,15,8,1,4.0,1,4
632,Ansah,4,0.0,5.0,0.0,11,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
637,Vaz,4,0.0,5.0,0.0,11,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
638,Norton-Cuffy,2,1.0,4.0,1.0,11,a,100.0,0.2,0.5,2.2,0.3,2.0,0.0,0.0,0.0,26,3,1,4.0,1,4
642,Thomas,3,1.0,5.5,1.0,11,a,100.0,0.0,1.4,3.2,10.8,0.0,0.0,0.04,0.04,27,5,1,4.0,1,4
645,Mouzakitis,3,0.0,5.0,0.0,11,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
259,Diop,2,2.3,4.0,2.3,12,a,100.0,14.8,8.9,75.2,11.9,2.0,0.0,0.02,0.02,270,24,3,3.0,1,4
267,Lukić,3,2.7,5.0,2.7,12,a,100.0,0.1,9.6,51.2,40.9,4.0,0.02,0.06,0.08,252,46,2,3.0,1,4
300,Walton,1,0.0,4.5,0.0,12,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
301,Palmer,1,0.0,4.0,0.0,12,a,100.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
302,Button,1,0.0,4.0,0.0,12,a,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
303,Kipré,2,0.0,4.0,0.0,12,a,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
304,O'Shea,2,2.3,4.0,2.3,12,a,100.0,3.1,11.6,71.8,29.7,15.0,0.07,0.18,0.25,270,7,3,3.0,1,4
305,Davis,2,3.0,4.0,3.0,12,a,100.0,5.1,18.8,79.6,38.5,69.0,0.65,0.25,0.9,270,15,1,3.0,1,4
306,Greaves,2,0.7,4.0,0.7,12,a,100.0,1.2,6.9,49.8,14.9,4.0,0.0,0.05,0.05,270,5,1,3.0,1,4
